Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type
84,150,54,27,456,60,90,30,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Tea,Earl Grey,Regular
84,201,72,57,558,50,120,40,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Tea,Green Tea,Regular
84,150,54,27,456,70,140,50,31/01/2018,Atlantic,PEI,Cornwall,212,Major Market,Tea,Green Tea,Regular
84,201,72,57,558,40,150,60,31/01/2018,Central,Quebec,Montreal,815,Major Market,Tea,Earl Grey,Regular
103,224,84,52,500,70,170,70,31/01/2018,Central,Quebec,Gatieau,405,Small Market,Espresso,Caffe Latte,Regular
104,213,83,42,623,60,160,70,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Mint,Decaf
104,224,84,51,500,60,170,70,31/01/2018,West,British Columbia,Vancounver,510,Major Market,Tea,Earl Grey,Regular
104,224,84,51,500,50,130,50,31/01/2018,Central,Ontario,Ottawa,541,Small Market,Tea,Green Tea,Regular
104,235,84,62,651,70,180,70,31/01/2018,Central,Quebec,Gatieau,405,Small Market,Espresso,Decaf Espresso,Decaf
104,224,84,51,500,70,190,80,31/01/2018,Prairie,Saskatchewan,Regina,386,Major Market,Coffee,Decaf Irish Cream,Decaf
106,213,83,41,623,80,190,80,31/01/2018,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Colombian,Regular
106,213,83,41,623,100,230,100,31/01/2018,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Decaf Irish Cream,Decaf
106,235,84,61,651,60,180,70,31/01/2018,West,British Columbia,Vancounver,510,Major Market,Tea,Darjeeling,Regular
106,235,84,61,651,60,140,50,31/01/2018,Central,Ontario,Kitchener,503,Large Market,Tea,Earl Grey,Regular
106,213,83,41,623,60,160,70,31/01/2018,Central,Quebec,Montreal,773,Major Market,Herbal Tea,Lemon,Decaf
106,235,84,61,651,70,190,80,31/01/2018,Prairie,Saskatchewan,Regina,813,Major Market,Coffee,Colombian,Regular
109,201,67,45,400,80,150,50,31/01/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf
109,201,67,45,400,50,120,40,31/01/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular
109,201,67,45,400,80,150,50,31/01/2018,North,Yukon,Whitehorse,225,Small Market,Espresso,Caffe Mocha,Regular
134,262,95,56,608,90,200,80,31/01/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf
134,262,95,56,608,90,200,80,31/01/2018,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Mint,Decaf
136,262,95,55,608,100,240,100,31/01/2018,Central,Quebec,Montreal,217,Major Market,Coffee,Decaf Irish Cream,Decaf
146,245,89,38,777,100,220,90,31/01/2018,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Amaretto,Regular
146,245,89,38,777,80,140,50,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Tea,Darjeeling,Regular
146,245,89,38,777,110,230,90,31/01/2018,Atlantic,PEI,Cornwall,716,Major Market,Tea,Earl Grey,Regular
148,245,89,37,777,90,180,70,31/01/2018,Prairie,Alberta,Red Deer,965,Major Market,Espresso,Caffe Mocha,Regular
148,245,89,37,777,100,190,70,31/01/2018,Central,Quebec,Montreal,773,Major Market,Herbal Tea,Chamomile,Decaf
154,382,170,76,1091,110,300,140,31/01/2018,Prairie,Alberta,Edmonton,450,Major Market,Herbal Tea,Chamomile,Decaf
154,382,170,76,1091,140,400,190,31/01/2018,West,British Columbia,Vancounver,510,Major Market,Espresso,Caffe Mocha,Regular
154,382,170,76,1091,100,320,160,31/01/2018,Central,Ontario,Ottawa,971,Small Market,Espresso,Decaf Espresso,Decaf
156,382,170,75,1091,110,330,160,31/01/2018,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Espresso,Regular Espresso,Regular
157,262,95,40,821,110,240,100,31/01/2018,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Decaf Irish Cream,Decaf
157,262,95,40,821,120,250,100,31/01/2018,Atlantic,PEI,Cornwall,607,Major Market,Tea,Darjeeling,Regular
157,262,95,40,821,100,200,80,31/01/2018,Central,Quebec,Montreal,224,Major Market,Herbal Tea,Mint,Decaf
159,262,95,39,821,100,200,80,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Chamomile,Decaf
173,386,144,94,862,120,300,120,31/01/2018,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Lemon,Decaf
173,540,245,133,1419,100,370,180,31/01/2018,Atlantic,PEI,Cornwall,516,Major Market,Herbal Tea,Lemon,Decaf
173,386,144,94,862,130,360,150,31/01/2018,Central,Quebec,Montreal,815,Major Market,Coffee,Colombian,Regular
179,347,124,75,961,130,290,110,31/01/2018,Prairie,Manitoba,Brandon,1200,Small Market,Coffee,Colombian,Regular
179,347,124,75,961,120,270,100,31/01/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Chamomile,Decaf
218,510,228,92,1459,150,430,210,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Espresso,Caffe Latte,Regular
218,510,228,92,1459,180,530,260,31/01/2018,Central,Quebec,Montreal,773,Major Market,Espresso,Decaf Espresso,Decaf
220,510,228,91,1459,140,400,190,31/01/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Darjeeling,Regular
220,510,228,91,1459,100,310,150,31/01/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Earl Grey,Regular
248,506,207,90,965,220,560,260,31/01/2018,Prairie,Alberta,Red Deer,965,Major Market,Coffee,Colombian,Regular
249,506,207,89,965,160,390,170,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Lemon,Decaf
273,611,245,132,1419,160,480,210,31/01/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Earl Grey,Regular
273,548,228,91,1459,200,480,210,31/01/2018,Atlantic,PEI,Cornwall,516,Major Market,Espresso,Regular Espresso,Regular
315,611,234,116,1310,200,480,200,31/01/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf
316,611,234,114,1310,200,520,220,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Espresso,Decaf Espresso,Decaf
316,611,234,114,1310,150,370,150,31/01/2018,Central,Ontario,Waterloo,702,Small Market,Tea,Darjeeling,Regular
316,611,234,114,1310,260,640,270,31/01/2018,Central,Quebec,Montreal,312,Major Market,Espresso,Caffe Mocha,Regular
408,759,271,152,2101,370,840,340,31/01/2018,West,British Columbia,Kelowna,620,Major Market,Coffee,Colombian,Regular
408,759,271,152,2101,260,640,260,31/01/2018,Atlantic,PEI,Cornwall,518,Major Market,Coffee,Colombian,Regular
572,553,72,58,558,360,460,60,31/01/2018,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Coffee,Colombian,Regular
-508,25,240,125,1937,-220,0,150,28/02/2018,Central,Ontario,Waterloo,775,Small Market,Tea,Green Tea,Regular
-301,65,121,143,901,-190,50,110,28/02/2018,Atlantic,PEI,Cornwall,585,Major Market,Espresso,Caffe Mocha,Regular
-178,192,213,87,1214,-80,140,160,28/02/2018,Atlantic,PEI,Cornwall,845,Major Market,Herbal Tea,Mint,Decaf
-174,130,148,91,1071,-110,150,180,28/02/2018,West,British Columbia,Kelowna,635,Major Market,Coffee,Decaf Irish Cream,Decaf
-47,109,84,50,625,-20,80,70,28/02/2018,North,Nunavut,Pangnirtung,573,Small Market,Herbal Tea,Lemon,Decaf
-46,109,84,49,625,-20,120,100,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Coffee,Decaf Irish Cream,Decaf
-46,109,84,49,625,-30,80,70,28/02/2018,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Mint,Decaf
-40,141,104,55,685,-20,160,130,28/02/2018,West,British Columbia,Kelowna,635,Major Market,Coffee,Amaretto,Regular
-12,111,43,69,256,10,90,30,28/02/2018,North,Nunavut,Pangnirtung,573,Small Market,Herbal Tea,Chamomile,Decaf
-10,72,30,45,104,0,50,20,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Espresso,Caffe Latte,Regular
-10,111,43,68,256,0,80,30,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Espresso,Caffe Mocha,Regular
-10,111,43,68,256,10,70,20,28/02/2018,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular
-10,111,43,68,256,10,100,40,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Espresso,Caffe Mocha,Regular
-10,72,30,45,165,-10,50,20,28/02/2018,North,Nunavut,Kugluktuk,573,Small Market,Tea,Earl Grey,Regular
-9,72,30,44,165,10,40,10,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Green Tea,Regular
-9,72,30,44,165,0,60,20,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Espresso,Regular Espresso,Regular
-7,79,33,46,193,10,90,40,28/02/2018,Central,Ontario,Waterloo,702,Small Market,Coffee,Colombian,Regular
-6,136,54,78,451,10,120,50,28/02/2018,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Espresso,Caffe Mocha,Regular
-6,79,33,45,193,0,50,20,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Herbal Tea,Lemon,Decaf
-6,79,33,45,193,0,60,20,28/02/2018,North,Nunavut,Kugluktuk,573,Small Market,Tea,Green Tea,Regular
-6,137,54,79,427,40,160,60,28/02/2018,Central,Ontario,Ottawa,541,Small Market,Coffee,Amaretto,Regular
-4,137,54,78,427,10,110,40,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Herbal Tea,Lemon,Decaf
-4,137,54,78,427,20,130,50,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Coffee,Decaf Irish Cream,Decaf
3,165,65,88,342,10,130,50,28/02/2018,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Latte,Regular
4,165,65,87,513,20,150,60,28/02/2018,Prairie,Manitoba,Brandon,1250,Small Market,Espresso,Caffe Mocha,Regular
4,165,65,87,513,10,130,50,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular
4,165,65,87,513,10,100,40,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular
7,67,28,30,961,20,60,20,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Herbal Tea,Lemon,Decaf
9,67,28,29,961,20,60,20,28/02/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular
9,67,28,29,961,20,70,30,28/02/2018,Central,Ontario,Waterloo,775,Small Market,Coffee,Decaf Irish Cream,Decaf
12,87,35,39,191,10,70,30,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Espresso,Decaf Espresso,Decaf
13,87,35,38,191,10,50,20,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Earl Grey,Regular
13,87,35,38,191,10,70,30,28/02/2018,North,Nunavut,Kugluktuk,417,Small Market,Tea,Darjeeling,Regular
15,48,18,17,818,20,40,10,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Herbal Tea,Chamomile,Decaf
15,48,18,17,818,20,40,10,28/02/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Amaretto,Regular
15,48,18,17,818,20,40,10,28/02/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Mocha,Regular
16,48,18,16,818,20,40,10,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Tea,Darjeeling,Regular
16,50,19,17,774,20,50,20,28/02/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular
16,50,19,17,774,20,40,10,28/02/2018,Central,Ontario,Waterloo,702,Small Market,Espresso,Decaf Espresso,Decaf
16,126,53,54,306,20,110,50,28/02/2018,Central,Quebec,Gatieau,580,Small Market,Herbal Tea,Chamomile,Decaf
18,126,53,53,306,30,120,50,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular
18,58,23,19,620,20,50,20,28/02/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf
18,126,53,53,306,20,110,50,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Mocha,Regular
18,126,53,53,306,20,90,40,28/02/2018,Prairie,Saskatchewan,Regina,904,Major Market,Herbal Tea,Lemon,Decaf
22,234,92,113,541,40,230,90,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular
22,234,92,113,541,60,270,110,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Decaf Irish Cream,Decaf
22,234,92,113,541,40,210,80,28/02/2018,Central,Quebec,Gatieau,405,Small Market,Herbal Tea,Lemon,Decaf
24,234,92,112,541,40,210,80,28/02/2018,Prairie,Saskatchewan,Regina,850,Major Market,Espresso,Caffe Mocha,Regular
25,60,22,17,452,30,40,10,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Herbal Tea,Chamomile,Decaf
25,60,22,17,452,30,60,20,28/02/2018,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Tea,Green Tea,Regular
25,60,22,17,452,20,30,10,28/02/2018,Central,Ontario,Kitchener,503,Small Market,Tea,Darjeeling,Regular
25,60,22,17,452,30,40,10,28/02/2018,Central,Quebec,Gatieau,580,Small Market,Espresso,Caffe Mocha,Regular
27,141,59,55,331,10,110,50,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Tea,Darjeeling,Regular
27,141,59,55,331,40,150,60,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Espresso,Decaf Espresso,Decaf
27,141,59,55,331,30,100,40,28/02/2018,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Herbal Tea,Lemon,Decaf
27,141,59,55,331,20,120,50,28/02/2018,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Latte,Regular
31,70,27,18,772,40,70,20,28/02/2018,Prairie,Manitoba,Brandon,1250,Small Market,Tea,Green Tea,Regular
34,121,45,46,366,30,100,40,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Coffee,Colombian,Regular
36,121,45,45,366,50,140,50,28/02/2018,Atlantic,New Brunswick,Bathurst,580,Small Market,Coffee,Colombian,Regular
36,108,41,36,236,30,80,30,28/02/2018,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Chamomile,Decaf
36,121,45,45,366,40,100,30,28/02/2018,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Lemon,Decaf
37,108,41,35,236,40,90,30,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Coffee,Amaretto,Regular
37,165,65,65,392,50,190,80,28/02/2018,Central,Ontario,Kitchener,503,Large Market,Coffee,Colombian,Regular
39,309,121,143,712,30,270,110,28/02/2018,West,British Columbia,Kelowna,635,Major Market,Espresso,Caffe Mocha,Regular
39,309,121,143,712,40,250,100,28/02/2018,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Chamomile,Decaf
42,85,32,20,817,50,70,20,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Herbal Tea,Lemon,Decaf
42,85,32,20,817,40,80,30,28/02/2018,Atlantic,Newfoundland,Conception Bay South,2300,Major Market,Tea,Darjeeling,Regular
42,86,33,20,772,50,70,20,28/02/2018,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Chamomile,Decaf
42,85,32,20,817,40,80,30,28/02/2018,Prairie,Saskatchewan,Regina,850,Major Market,Tea,Darjeeling,Regular
43,139,55,46,305,40,120,50,28/02/2018,Prairie,Manitoba,Brandon,1250,Small Market,Espresso,Decaf Espresso,Decaf
43,107,44,27,618,50,120,50,28/02/2018,Central,Quebec,Gatieau,405,Small Market,Coffee,Colombian,Regular
43,85,32,19,817,50,100,40,28/02/2018,Central,Quebec,Gatieau,580,Small Market,Coffee,Decaf Irish Cream,Decaf
45,107,44,26,618,30,80,30,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Tea,Green Tea,Regular
45,139,55,45,305,70,160,60,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Colombian,Regular
45,107,44,26,618,30,80,30,28/02/2018,Central,Ontario,Kitchener,503,Large Market,Herbal Tea,Lemon,Decaf
46,46,0,12,774,30,40,0,28/02/2018,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Latte,Regular
47,46,0,11,774,30,40,0,28/02/2018,North,Northwest Territories,Hay River,4500,Small Market,Tea,Green Tea,Regular
47,46,0,11,774,40,50,0,28/02/2018,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf
49,149,60,47,329,40,120,50,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Herbal Tea,Mint,Decaf
49,149,60,47,329,50,130,50,28/02/2018,Prairie,Alberta,Lethbridge,915,Major Market,Herbal Tea,Chamomile,Decaf
49,149,60,47,329,50,140,60,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Coffee,Amaretto,Regular
49,149,60,47,329,50,130,50,28/02/2018,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Mocha,Regular
50,145,62,40,958,30,110,50,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Tea,Earl Grey,Regular
50,100,38,22,772,50,80,30,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Herbal Tea,Lemon,Decaf
50,117,48,28,617,30,80,30,28/02/2018,Prairie,Saskatchewan,Regina,754,Major Market,Herbal Tea,Chamomile,Decaf
50,100,38,22,772,60,110,40,28/02/2018,North,Yukon,Whitehorse,504,Small Market,Coffee,Colombian,Regular
52,119,49,28,617,40,100,40,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Mocha,Regular
52,117,48,27,617,50,120,50,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf
52,117,48,27,617,40,100,40,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Caffe Latte,Regular
52,119,49,28,617,40,100,40,28/02/2018,North,Yukon,Whitehorse,318,Small Market,Herbal Tea,Chamomile,Decaf
56,136,52,38,357,50,120,40,28/02/2018,Prairie,Alberta,Lethbridge,915,Major Market,Herbal Tea,Lemon,Decaf
56,136,52,38,357,50,130,50,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Coffee,Colombian,Regular
56,110,42,23,771,30,90,40,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Latte,Regular
56,110,42,23,771,60,120,40,28/02/2018,North,Nunavut,Rankin Inlet,636,Small Market,Espresso,Decaf Espresso,Decaf
56,136,52,38,357,70,160,60,28/02/2018,Central,Ontario,Ottawa,971,Small Market,Coffee,Decaf Irish Cream,Decaf
61,206,86,66,484,50,150,60,28/02/2018,Prairie,Manitoba,Brandon,1250,Small Market,Herbal Tea,Lemon,Decaf
61,206,86,66,484,80,240,100,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Decaf Irish Cream,Decaf
61,146,56,40,382,50,120,40,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular
61,146,56,40,382,40,90,30,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular
61,164,70,43,957,60,140,60,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Espresso,Decaf Espresso,Decaf
61,146,56,40,382,50,110,40,28/02/2018,North,Yukon,Whitehorse,985,Small Market,Espresso,Decaf Espresso,Decaf
62,164,70,42,957,60,180,80,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular
62,206,86,65,484,50,200,90,28/02/2018,North,Nunavut,Kugluktuk,573,Small Market,Coffee,Colombian,Regular
62,164,70,42,957,50,120,50,28/02/2018,Prairie,Saskatchewan,Regina,352,Major Market,Herbal Tea,Mint,Decaf
62,206,86,65,484,40,180,80,28/02/2018,North,Yukon,Whitehorse,985,Small Market,Herbal Tea,Lemon,Decaf
64,123,47,25,772,50,100,40,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf
65,151,58,40,331,70,170,70,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Coffee,Colombian,Regular
65,123,47,24,772,60,120,40,28/02/2018,Prairie,Saskatchewan,Regina,850,Major Market,Tea,Green Tea,Regular
65,123,47,24,772,70,140,50,28/02/2018,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf
68,176,75,44,956,50,120,50,28/02/2018,Prairie,Manitoba,Brandon,1250,Small Market,Herbal Tea,Mint,Decaf
68,176,75,44,956,70,200,90,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Amaretto,Regular
68,176,75,44,956,60,170,70,28/02/2018,North,Nunavut,Rankin Inlet,636,Small Market,Coffee,Decaf Irish Cream,Decaf
71,131,50,25,814,60,130,50,28/02/2018,Prairie,Manitoba,Brandon,1250,Small Market,Tea,Darjeeling,Regular
71,131,50,25,814,50,110,40,28/02/2018,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Decaf Espresso,Decaf
71,131,50,25,814,70,140,50,28/02/2018,North,Nunavut,Iqaluit,314,Small Market,Espresso,Caffe Mocha,Regular
74,192,77,53,423,60,180,80,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf
76,192,77,52,423,60,170,70,28/02/2018,Prairie,Saskatchewan,Regina,352,Major Market,Espresso,Decaf Espresso,Decaf
86,201,75,56,378,60,160,60,28/02/2018,Prairie,Alberta,Lethbridge,915,Major Market,Espresso,Caffe Latte,Regular
86,201,75,56,549,50,120,40,28/02/2018,West,British Columbia,Kelowna,635,Major Market,Tea,Green Tea,Regular
88,201,75,55,549,90,220,80,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Espresso,Decaf Espresso,Decaf
88,201,75,55,549,50,160,60,28/02/2018,Central,Quebec,Montreal,708,Major Market,Tea,Earl Grey,Regular
92,213,80,58,640,60,170,60,28/02/2018,West,British Columbia,Vancounver,510,Major Market,Tea,Darjeeling,Regular
92,213,80,58,640,50,130,50,28/02/2018,Central,Ontario,Kitchener,503,Large Market,Tea,Earl Grey,Regular
93,213,80,57,640,70,170,60,28/02/2018,Central,Quebec,Gatieau,405,Small Market,Espresso,Decaf Espresso,Decaf
93,213,80,57,640,80,190,70,28/02/2018,Prairie,Saskatchewan,Regina,561,Major Market,Coffee,Colombian,Regular
96,185,65,44,372,70,140,50,28/02/2018,North,Yukon,Whitehorse,225,Small Market,Espresso,Caffe Mocha,Regular
98,185,65,43,372,80,150,50,28/02/2018,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf
98,185,65,43,372,40,110,40,28/02/2018,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular
101,202,83,39,613,80,190,80,28/02/2018,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Colombian,Regular
101,202,83,39,613,100,230,100,28/02/2018,Prairie,Alberta,Lethbridge,915,Major Market,Coffee,Decaf Irish Cream,Decaf
101,202,83,39,613,60,160,70,28/02/2018,West,British Columbia,Kelowna,620,Major Market,Herbal Tea,Mint,Decaf
101,202,83,39,613,60,160,70,28/02/2018,Central,Quebec,Montreal,773,Major Market,Herbal Tea,Lemon,Decaf
104,220,86,50,300,70,170,70,28/02/2018,Central,Quebec,Gatieau,580,Small Market,Espresso,Caffe Latte,Regular
